headline,paragraphs,category,url 
Lewis Hamilton: Formula driver suffer racist abuse online afta im British Grand Prix win	"Lewis Hamilton don suffer racist abuse on social media afta im victory for Sunday British Grand Prix. Di incident come one week afta England footballers Marcus Rashford, Jadon Sancho and Bukayo Saka suffer racial abuse afta all of dem miss dia penalty for di Three Lions' Euro 2020 final shootout defeat against Italy. Hamilton bin receive 10-second penalty afta im collision wit title rival Max Verstappen during di first lap of di race, wey lead to crashing out of di Dutchman Mercedes, F1 and governing body di FIA condemn di abuse ""for di strongest possible terms"". ""These pipo no get place for our sport,"" na so dem write for joint statement. ""We want make dem hold di pipo wey dey involved for dia action. ""Formula One, di FIA, di drivers and di teams dey work to build a more diverse and inclusive sport, and dis kain online abuse we must torchlight am so dat dem know say e dey unacceptable and stop am."" Mercedes team principal Toto Wolff tell BBC Radio 4 Today programme: ""We don see am for football for di European Championship and di abuse no dey acceptable, and di same yesterday, and I still dey question am whether some pipo no just understand.  ""Dis no dey acceptable and we go react to am."" Verstappen team Red Bull Racing say dem dey ""belly no sweet dem at all and dem dey sad"" sake of di abuse wey dem give Hamilton. ""Even though say we be rivals on-track, we all dey united against racism,"" di team tok for statement. ""We condemn racist abuse of any kind towards our team, our competitors and our fans. ""Excuse no dey for am, space no dey racism for our sport and those responsible dem suppose hold dem accountable."" Facebook, wey be say na dem get Instagram for statement tok say: ""Di racist abuse wey Hamilton susuffer during and afta di British Grand Prix dey unacceptable and we don remove some of di comments from Instagram. ""In addition to our work to remove comments and accounts wey constantly dey break our rules, we get safety features, including comment filters and message controls, wey mean say nobody fit see dis kain abuse. ""No single tin fit fix dis challenge overnight but we dey committed to di work to keep our community safe from abuse."" Dem carry Verstappen go hospital for precautionary checks afta im suffer impact of 51G for di crash, but dem later release am without any major injuries. Hamilton 10-second penalty see am drop to fourth place afta im pit stop, but di seven-time world champion fight back to overtake Ferrari Charles Leclerc wit two laps remaining to secure victory.  Verstappen later say Hamilton dey ""disrespectful"" and ""unsportsmanlike"" for celebrating di win while di Dutchman dey for hospital."	SPORT	https://www.bbc.com/pidgin/sport-57891740
Hibernian vs Arsenal: Arthur Okonkwo make mistake for im debut for di Gunners pre-season friendly match	"Arsenal young goalkeeper Arthur Okonkwo debut no go well for am. Im mistake lead to di Gunners 2-1 defeat for dia first pre-season friendly ahead of di new season. Tori be say Okonkwo wey sign new long-term deal last week wit di Gunners, make im first-team debut. Di Nigerian bin im shine well-well for di club youth ranks last season. Na di 19-year-old mistake give Hibs shock lead against di Premier League side. As di ball bounce to am from one tricky back pass, Okonkwo bin try to volley di ball clear. But, im miss im kick, and e allow Martin Boyle to dey through on goal to tap into di empty net. Di match dey come just two days afta di Euro 2020 final. Arsenal bin begin dia preparations for di new campaign wit a game against Scottish Premiership team Hibernian. Dis no be di first time im dey travel wit di match day squad, in fact him don travel wit dem many times as dia third goalkeeper. Even wit dis bad start, im get big opportunity ahead of am afta e sign long-term deal wit di club. Him dey expected to dey involved wit di first-team squad more regularly. Mikel Arteta bin tell di Gunners official website last week say: ""We don welcome Arthur to di first-team squad.  ""We dey very happy say another academy player don come through our system for dis club."" ""Together wit Arthur huge talent and hard work, we thank our colleagues for di academy for developing Arthur in recent years to get to dis stage. ""Dem dey do great work wit di players development dia and dem suppose dey really proud. ""Arthur dey work and travel a lot with di first team last season and we all don see im quality first hand.  ""Im be strong young goalkeeper wey get great potential and we dey happy say im sign new deal."" ""Arthur go now join us every single day for training, where we go watch am as im continue to develop and improve his goalkeeping. ""I know all our fans go join me to congratulate Arthur for dis positive step for im career."" Arteta tok. PLAYER PROFILE Name- Arthur Okonkwo Squad number-33 Date of Birth- September 9, 2001 Place of Birth- London Okonkwo na tall and modern goalkeeper, na  2018/19 season e get im breakthrough season. Na dat period im, show im worth for both di under-18 and under-23 level. Arthur wey be 6ft 6in tall, make 14 appearances across all competitions last season, wia im keep seven clean sheets and concede 12 goals.  Him keep clean sheet for Premier League 2 debut at just 17 years of age, and concede just once more for im next three league outings.  Arthur also don make four appearances for England for under-18 level.   Rangers vs Arsenal - Saturday July 17, Ibrox, 2pm Arsenal vs Inter Milan - Sunday July 25, Camping World Stadium, Florida, 11pm Arsenal vs Everton/Millonarios - Wednesday July 28, Camping World Stadium, Florida, kick-off time TBC Arsenal vs Chelsea - Sunday August 1, Emirates Stadium, 3pm Tottenham vs Arsenal - Sunday August 8, Tottenham Hotspur Stadium, 2pm"	SPORT	https://www.bbc.com/pidgin/sport-57832070
Highest goal scorer in Euro 2020: Cristiano Ronaldo win Euro 2020 Golden Boot	Cristiano Ronaldo win Uefa Euro 2020 Golden Boot wit five goals for di tournament. Ronaldo score dis goals in only four games during di Euro 2020 to finish as Top Scorer. Di Portugal striker first and second goal for di tournament na against Hungary for dia opening Group D match wey dem win 3-0. Dat take im, all-time EURO finals goals to new record of 11.  Cristiano Ronaldo no stop dia im add one more to im total with di opening goal of dia  4-2 defeat to Germany on Match-day two. And then score twice from penalty spot for dia 2-2 draw wit France on Match-day three. Those two goals against Les Bleus take Ronaldo all-time goal scoring record for im kontri to 109 goals. E don equal di world-record mark wey former Iran striker Ali Daei bin set. And although di Czech Republic Patrik Schick also score five goals for di tournament. Ronaldo finish out in front sake of  im assist against Germany, and also im play fewer minutes pass Schick.	SPORT	https://www.bbc.com/pidgin/sport-57802235
NBA Finals: Giannis Antetokounmpo shine as Milwaukee Bucks beat Phoenix Suns to win dia first title for 50 years	"Giannis Antetokounmpo score 50 points as di Milwaukee Bucks win dia first NBA title for 50 years with 105-98 victory ova di Suns. Di Bucks seal di 4-2 series win in front of crowd wey reach 17,000 as 65,000 celebrate outside di Fiserv Forum. Tori be say dem be di fifth team to win di best-of-seven finals series afta dem lose their first two matches. ""I dey happy say I help dis team for Milwaukee,"" na so Antetokounmpo. Di Suns bin dey eye dia first NBA crown for dia 53-year history, afta dem don lose NBA Finals series for 1976 and 1993. But, dem bin not  fit  stop Antetokounmpo, wey become only di seventh player to register 50 points for a Finals game. And dat na di third game for di series wey di 26-year-old don manage at least 40 points and 10 rebounds. Antetokounmpo now don join di likes of Michael Jordan and Hakeem Olajuwon to collect a regular season MVP, NBA Finals MVP and NBA defensive player of di year awards. ""I want thank Milwaukee for believing in me. I want thank my team-mates for playing hard wit me,"" Antetokounmpo tok. Bucks coach Mike Budenholzer describe di Greek forward as ""special human being"". ""I don learn so much from am. Him na special leader,"" e tok. ""These players na champions every day. Dem work hard to improve every day."" Na wen Budenholzer be four years old na im wen NBA legends Kareem Abdul-Jabbar and Oscar Robertson bin lead di Bucks to dia only previous NBA title for 1971, Dat time some of di current players' parents dem neva born dem sef. Unlike di 2020 NBA Finals wey dem bin play am without fans, di Bucks' win cause wild party inside di arena and for di streets of Milwaukee. More than 10% of di city population, gada for Deer District outside Fiserv Forum, some fans bin wait in line for five hours before di game to ensure say dem get seats. Isaiah Tyler, one 43-year-old painter wey dem born and raise for di city, say: ""Dis na history. I grow up here and don see many bad games - so dis na pay-off."" ""Milwaukee na very segregated city, so to see us all together, all races, for one cause, dis na how di world suppose be."" Tom Cogdall, one  63-year-old retired Army officer wey dey live for Milwaukee, add say: ""I remember 1971. Dat na 50 years ago, we need am."""	SPORT	https://www.bbc.com/pidgin/sport-57918519
Olympic Games Tokyo 2020: When be Tokyo Olympics 2020 opening ceremony?	"Di largest sporting event for di world, di Olympic Games, go officially begin in less than 24 hours for Tokyo wit di opening ceremony afta dem postpone di games for a year sake of Covid-19 pandemic. Sports fans around di world dey prepare to support dia kontris for different events, from football to athletics to gymnastics, di events boku well-well. Di only comma wey don comot ahead of di opening ceremony na say both di director and composer of di show don step down from dia positions. Authorities dia bin pursue director Kentaro Kobayashi on Thursday sake of im past comments wey ""ridicule di painful facts of history,"" according to Tokyo 2020 organizers. Local media reports say im bin make anti-Semitic comments for one 1998 comedy act about di Holocaust. Kobayashi later apologize for im comments for statement. Di Tokyo Olympic 2020 Games opening ceremony go take place on Friday 23 July 2021. Na for di main Olympic stadium, wey go host athletics and football di opening ceremony go happun. But, already di first events, like football and softball tournaments, actually don start couple of days earlier on Wednesday 21 July. Di Games go end wit di closing ceremony on Sunday 8 August. Tori be say di opening ceremony dey scheduled to last three hours. Di opening ceremony go start, 8pm Japanese time, dat means e go start around, 12pm West African time Cable company DSTV go carry di ceremony live for Supersports channels for Nigeria and sports fans fit tune in to watch as e happun live and direct. Fans no dey allowed to watch di 2020 Olympics sake of concerns of rising Covid cases for Japan. Already sef dem don ban International fans from going to di Games, but tori be say about 10,000 pipo go watching di opening ceremony for d main stadium, wey get capacity of 68,000. But Japanese goment bin declare state of emergency just weeks before di events start dat one mean say spectators no dey allowed for most of di venues."	SPORT	https://www.bbc.com/pidgin/sport-57936165
Wimbledon 2021: Novak Djokovic beat Matteo Berrettini to win 20th Grand Slam title	"Novak Djokovic don win e sixth Wimbledon title to equal Roger Federer and Rafael Nadal record of 20 men's Grand Slam victories afta e fight back to beat Matteo Berrettini of Italy.  Di 34-year-old Serb win 6-7 (4-7) 6-4 6-4 6-3 in front of passionate and gingered 15,000 crowd on Centre Court. Seventh seed Berrettini, 25, receive loud backing but no fit maintain e advantage for im first major final. Top seed Djokovic now don win all three Grand Slam men's titles for 2021. ""To win Wimbledon don always be di biggest dream for me since wen I be pikin,"" na so di world number one, wey drop one set for only di second time for di SW19 fortnight. ""A seven-year-old boy for Serbia constructing a Wimbledon trophy with improvised materials and to stand here with a sixth real trophy dey incredible. It is amazing."" Afta im don already win Australian Open and French Open, Djokovic na di fifth man in history - and only di second for di Open era afta Rod Laver for 1969 - to win di first three majors of di season. And as Djokovic don retain im crown for di All England Club, im don move one step closer to become di second player to achieve 'Golden Slam'. Only Steffi Graf from Germany for 1988 don ever win all four majors and di Olympics for one calendar year."	SPORT	https://www.bbc.com/pidgin/sport-57797592
Belgium vs Italy: Prediction for Belgium vs Italy & match facts	Belgium go jam Italy for Football Arena for Munich, Germany as di quarterfinal round of Euro 2020 begin today. Kick off for di ogbonge match na 8pm West African Time. For Belgium or Italy one of dem journey go end for dis round. Dis na everything you need to know about di team news, match facts and predictions Belgium get injury wahala for dia team to some of dia key players, Kevin de Bruyne and Eden Hazard fitness get as e bit as e be like say dem fit no play sake of di injury wey dem get for dia last-16 victory over Portugal. Dia defender Timothy Castagne don re-join di squad afta im injure im eye socket, but e dey unlikely say im go play. While for Italy Giorgio Chiellini fit dey available again afta e miss di last two games wit muscle injury. Defenders Alessandro Florenzi don return to training with di squad afta im get calf issues. Dis na di biggest game of di round  and di bad news for Belgium na say Kevin de Bruyne and Eden Hazard no go dey fully fit sake of di injury wey dem get for dia win against Portugal. I bin dey impressed by di way Belgium take win di game, but dis go be anoda ogbonge test for dia defence. Of all di teams wey remain for di tournament, di one wey I like for every department na Italy. If you look back for every major finals wey I fit remember, di eventual winners dey always get one knockout game wia dem no really play well and dem still go through. If Italy pass dis tie, however dem take do am, then dem get great chance of winning di whole tin. I no think say dem get many weaknesses. Prediction: 1-2 Head-to-head Dis na di fifth match between dis two sides for major tournament, but di first for knockout stage. Italy don win three of di previous four matches for a major tournament, dem draw di oda one. Italy 2-0  win for Lyon for di group stage for Euro 2016 na dia most recent game against Belgium. Emanuele Giaccherini score afta 32 minutes before Graziano Pelle add a second goal for injury-time. Belgium For 2016, Wales knock Belgium out for di quarter-finals, dem lose di game 3-1. Dem bin don win 11 of dia last 13 games (D2), score 32 goals and concede eight. Belgium don lose just one of dia last 27 games (W23, D3). Dia only defeat since di start of 2019 na di 2-1 loss to England for Wembley for di Nations League for October. Dem don score for each of dia last 34 games, di last time dem fail to score na dia 1-0 defeat to France for di 2018 World Cup semi-final. Since Roberto Martinez first game in charge for September 2016, dem don win more games (47) and scored more goals (175) than any oda European nation. Thorgen Hazard don scor four goals and two assists for im last seven starts. Italy Italy don reach di European Championship quarter-finals for the fourth tournament in a row. Three of dia most recent quarter-final appearances don end for penalty shoot-out -  wia dem lose to Spain for 2008, dem beat England for 2012 and lose to Germany for 2016. Italy don win a national record 12 games in a row, scoring 34 goals and conceding only one. Dem dey unbeaten for a national record of 31 games (W26, D5) since dem lose 1-0 to Portugal for di Nations League for September 2018. Dem concede dia first goal since October for extra time against Austria, wey end dia run of 19 hours and 28 minutes without conceding. Matteo Pessina fit become di first Italian player to score for three consecutive matches for di Euros.	SPORT	https://www.bbc.com/pidgin/tori-57700435
Winbledom 2021 scores: Ashleigh Barty beat Pliskova to win Wimbledon ladies tennis title	"Ashleigh Barty don win her first Wimbledon title. Barty beat Karolina Pliskova inside tensed final on Saturday 10 July, 2021. She don become di first Australian women champion since 41 years. Barty win di first 14 points to take early charge inside a 6-3 6-7 (4-7) 6-3 win. Dis dey happun on di 50th anniversary wen idol Evonne Goolagong Cawley first win hia. ""Dis dey incredible,"" Barty, wey bin drop to her knees in tears, tok. "" E take me a long time to begin tok am, to dare to dream am and say am."" After climbing up into di stands to hug her team, she tell di Centre Court crowd:  ""I bin no sleep a lot last night, I bin dey think of all di what-ifs.  ""I hope I make Evrione proud. ""I gatz to thank evri single pesin inside stadium.  ""Una don make my dream so special."" Both women bin appear for di first time for di final of di grass-court Grand Slam - di first time since 1977 wey dis kain thing happun."	SPORT	https://www.bbc.com/pidgin/sport-57783302
Chris Eubank son Sebastian don die for Dubai, tributes pour in for am	"Boxer Chris Eubank son Sebastian don die, few days before im 30th birthday, im papa representatives don tok.  Sebastian wey bin follow im papa for back also become professional boxer imsef. Di British middleweight Eubank Snr tok say im and im family dey ""devastated"" to hear of im son death for Dubai - wia im dey live. And Chris Eubank Jnr tweet: ""Rest easy little brother, I love you and we go miss you always."" Sebastian, di third-eldest of Eubank Snr children, leave behind im wife Salma and son Raheem wey dem born one month ago, according to Eubank Snr. The Sun newspaper bin report say dem find di deadibodi of Sebastian afta im drown for beach. For statement Eubank Snr say: ""Sebastian grow up for Hove in England but in di last few years e don settle down for Dubai. ""Ontop say im na personal trainer and professional boxer, Sebastian na also deep thinker wey like to challenge di way most pipo dey reason. Im mama Karron Meadows tok say: ""Our whole family dey grieve for di big loss of our son and brother, Sebastian."" Former world boxing champion Joe Calzaghe, YouTuber and boxer KSI dey among those wey pay tribute to Sebastian.  ""E really turn me for belle to hear di tori say Seb Eubank don die. Thoughts and Prayers go out to Chris and family,"" Calzaghe tok. Sebastian promoters and agents, Kalle and Nisse Sauerland, describe am as ""true gentleman and sincere human being"". Promoter Eddie Hearn add im own: ""I dey sad by di news of Seb Eubank death. Our thoughts and prayers go out to im family and friends."" Eubank Snr, 54, na di WBO middleweight and super-middleweight champion between 1990 and 1995 and im dey undefeated in im first 10 years as professional."	SPORT	https://www.bbc.com/pidgin/sport-57770589
Sergio Ramos transfer: PSG sign Spanish defender afta im leave Real Madrid	"Paris Saint-Germain don announce di signing of former Real Madrid defender, Sergio Ramos. Ramos deal wit PSG na for two years. Di Spanish defender bin comot from Real Madrid afta im refuse to extend im contract wit di Spanish club. Manchester United, Chelsea and many clubs for Europe bin bid to sign di defender. Di influential defender complete im transfer afta e undergo successful medical for Paris on Tuesday. Di new deal go see Sergio Ramos stay wit PSG until 2023. Sergio Ramos na di third player wey PSG dey sign dis summer afta dem sign Georginio Wijnaldum from Liverpool and Achraf Hakimi from Inter Milan. Dem also dey linked to signing Italy goalkeper Gianluigi Donnarumma. ""I dey very to join Paris Saint-Germain. Dis na big change for my life and na new challenge wey I no go forget"", Sergio Ramos tok afta signing im contract."	SPORT	https://www.bbc.com/pidgin/tori-57762320
Italy vs Spain: Prediction & form guide and possible line-ups for Wembley Euro 2020 semi-final clash	"Italy go take on Spain for di first semi-final match of Euro 2020, on Tuesday July 6. Kick off for dis match na 8pm West African time for Wembley stadium for England. Italy beat Belgium while Spain win Switzerland on penalties to reach di last four of di competition. Dis two teams neva lose any match yet for di tournament but one of dem unbeaten record go end tomorrow. Di two teams don score 23 goals between them to reach dis stage for di competition. Roberto Mancini, Italy coach: ""We score two [against Belgium] and we for score more. I feel say we fully deserve di victory. Spain dey next, but di more you progress, di more difficult e be."" Luis Enrique, Spain coach: ""We dey proud. E dey ridiculous to think say we, or any of di semi-finalists, go sign for just getting to dis stage - all of us wan reach final and win."" Italy: WWWWWW Spain: DWWDDW Italy: Donnarumma; Florenzi, Bonucci, Chiellini, Emerson; Barella, Jorginho, Verratti; Chiesa, Immobile, Insigne Out: Spinazzola (injury) Spain: Unai Simón; Azpilicueta, García, Laporte, Alba; Koke, Busquets, Pedri; Moreno, Morata, Olmo Doubtful: Sarabia (injury) So ahead of di semi-final clash BBC Pidgin tok to football sabi pesin Deji Faremi to tell us about im prediction and who go win di tie. ""I dey tip Italy to win dem look like di the best side for di tournament so far. Di playing style and pattern dey clear.  Against Belgium, di number one team for di world dem show say dia quality.  Meanwhile for Spain dem bin struggle for di group stage. Even though say dem don score plenty goals dia attack no too sharp like dat. E go dey close, because na semifinal, but I believe say Italy go win."" E tok. Prediction-2:1"	SPORT	https://www.bbc.com/pidgin/sport-57724853
Switzerland vs Spain: Yann Sommer heroics no dey enough as Spain defeat Switzerland 3-1 on penalties	Spain don become di first kontri to qualify for di semi-final of Euro 2020 as dem defeat Switzerland 3-1 on penalties. Di match bin end 1-1 for regulation time as both teams bin cancel demselves out afta 120 minutes. Spain bin take di lead afta eight minutes for di first half when Jordi Alba shot touch Denis Zakaria come deflect past di Swiss goalkeeper. But Xherdan Shaqiri equalise for di Swiss for di second half as im score from Remo Freuler assist. Di Swiss bin finish di game with 10-men as Freuler collect straight red card for di 77th minute. Dis result mean say Spain go play either Belgium or Italy for semi final. Afta dia surprise victory over France for di last round, Switzerland bin come into dis match as di underdogs. E no take long for dem to fall behind early on in di game as Zakaria wey replace di suspended Granit Xhaka deflect Alba shot past di impressive Sommer. But like di France game, dem battle dia way back into di tie wit Shaqiri goal for di 66th minute. Di Swiss show fight and spirit despite say dem finish di match wit 10-men. Dia goalkeeper Yann Sommer bin dey in outstanding form as e pull several stops to deny Spain. But na during di shootout di Swiss fall dia hand as Schar, Akanji and Vargas all miss dia penalty kicks.	SPORT	https://www.bbc.com/pidgin/sport-57699191
England vs Italy: Five football heartbreaks wey England suffer before dem reach Euro 2020 final	Di Three lions of England on Sunday go play dia first major final since 1966 when dem file out to face Italy for Euro 2020 final for Wembley stadium. England beat Denmark 2-1 on Wednesday for extra-time after captain Harry Kane score di winner. Before Wednesday England no dey pass semi final stage no matter di strong squad dem use enter tournament and e dey break many of dia fans heart. Dis tori remember some of di memorable heartbreaks wey England suffer over di years. When England face Germany for Italia 90 World Cup players like Paul Gascoigne and Gary Lineker dey in dia prime and e break dia fans heart say dat superb team no reach dat final. For penalty shoot out after extra time, English defender Stuart Pearce miss im penalty while German captain Lothar Matthaus score im own to break English hearts and take Germany to final. Many pipo say dis na di closest England don come to playing final since 1966 as apart from say na dem host Euro 96 many of dia players dey in serious form. Just like 1990 world cup, na Germany stand in di way of England reaching final and dis time around na current England manager Gareth Southgate miss for penalty shoot out as three lions bow out and miss out again. Dis na di 'golden generation' for England as some pipo dey call dem as na dat team get David Beckham, Wayne Rooney, Frank Lampard and Steven Gerrard. Na anoda heartbreak happun when dem face hosts Portugal for Quarter final after dia captain David Beckham and Darius Vassel miss from di penalty spot while Portuguese goalie Ricardo score di winning penalty for im kontri. Just two years after dia meeting for Euro 2004, England jam Portugal again for di 2006 world cup for Germany and just like last time na penalty shoot out still settle di mata. Di match end 0-0 after extra time and for penalty shoot out Lampard, Carragher and Gerrard miss dia penalty to send England home and break dia fans heart. Last world cup for Russia bin give England anoda opportunity to reach dia first final but again dem fail. Dem jam Croatia for semi final and after full time at 1-1 match enter extra time before croatian striker Mario Mandzukic net for 109 minute to help im kontri defeat England 2-1.	SPORT	https://www.bbc.com/pidgin/tori-57760021
Italy vs England: Euro 2020 final - How to watch, match prediction and team news	"All eyes go dey on London Wembley stadium di venue for dis year Euro 2020 final between Italy and England. Dis na di first time for di history of di continental competition wey England go play for final. Since dia 1966 FIFA World Cup victory for di old Wembley Stadium, England don lose five semi-finals of major tournaments:  EURO '68 and '96, 1990 and 2018 World Cup and di 2019 UEFA Nations League. But dem still dey unbeaten for dis competition. So far dem don beat teams like Germany, Ukraine and Denmark for extra time on Wednesday night, to end dia 55 years of heartbreak. Meanwhile for Italy, na only once dem don win di EURO title for 1968 wen dem host di competition.  Dem also lose di finals for 2000 and 2012, although since dem become continental champions dem don go on to win two of dia four World Cups titles.  Di Azzurri beat Spain on penalties on Tuesday and dat win, technically, pause dia 13-game winning run (and record of 15 EURO victories in a row, including qualifiers), dem still dey unbeaten in 33 games. Fans fit watch di final for live for Nigeria wit Cable company DSTV for SuperSport channel 204. Italy and England na di two best teams for dis competition, so dem deserve to dey final. Na so football sabi pesin Deji Faremi tell BBC Pidgin wen we interview am. According to Deji e say both teams bin face major test and bin dig deep to win dia semi- final matches. When we ask how im feel say di final go be dis na wetin im tok. ""I feel say dis final go dey very close e fit even go to extra time - as we don see for some of di matches for di Euros"". e tok ""Di difference between di two teams dey very small"". na wetin im add put Prediction - (1-1). Italy go win on penalties 5-3. Italy: Donnarumma; Di Lorenzo, Bonucci, Chiellini, Emerson; Barella, Jorginho, Verratti; Chiesa, Immobile, Insigne England: Pickford; Walker, Stones, Maguire, Shaw; Rice, Phillips; Saka, Mount, Sterling; Kane Roberto Mancini, Italy coach tok say: ""We don dey work towards dis for many years so we dey very happy and I thank di players for wetin dem do so far.  We neva win anything yet; we gatz win on Sunday to say di tournament na success.  England go get support from di whole stadium. E dey left to put dem under pressure.  Final dey different from oda games, we gatz play wit focus but also wit joy because you go only win final if you enta di pitch and enjoy am."" Gareth Southgate, England manager tok say: ""We need to enjoy di fact say we dey final but one big hurdle dey wait for us to conquer.  Italy na very good side. Dem dey mad form and dem get defensive warriors who don see everything. Na great game to look forward to."""	SPORT	https://www.bbc.com/pidgin/sport-57781501
England vs Denmark: Harry Kane goal knock out Christian Eriksen side to take di Three Lions to Euro 2020 finals	England beat Denmark 2-1 for Wembley stadium for London to set up a final with Italy on Sunday. Harry Kane goal through penalty for extra time for di 103rd minute put England for di lead and see dem win di game. Dis na afta Joakim Maehle trip Raheem Sterling inside di box and give England di penalty. Although Kasper Schmeichel bin save Harry Kane penalty, di ball drop straight into the path of Kane path again for am to slot am into di net. Before den, Mikkel Damsgaard goal for di 29th minute with free kick afta Luke Shaw grab Andreas Christensen for 25 yards out. Na di first free kick goal for di tournament. Denmark goal na di first score against England since March, ending a run of 691 minutes without conceding for di Three Lions. Na for di 39th minute England restore parity through own goal by Simon Kjaer Di 11th own goal of di tournament. England bin dey look to reach dia first ever men Euros final & first major tournament final since 1966 and dem do am. Dis na di second semi-final match of Euro 2020, England go play Italy for di Sunday final. Na just one change England bin make as dem bin hope to make history and reach di European Championship final for di first time. Arsenal exciting 19-year-old winger Bukayo Saka start ahead of Jadon Sancho, wey dey bench. Ben White, Ben Chilwell or Dominic Calvert-Lewin no dey stating line-up and dem no dey bench too. Meanwhile Denmark maintain di same team wey win di quarter-final match against Czech Republic last Saturday. Dia coach Kasper Hjulmand bin tok afta di match say tiredness na major concern but im go with the same XI again. Na Simon Kjaer captain di Danes. England XI: Pickford, Walker, Stones, Maguire, Shaw, Rice, Phillips, Mount, Saka, Sterling, Kane. Denmark XI: Schmeichel, Christensen, Kjaer, Vestergaard, Stryger Larsen, Hojbjerg, Delaney, Maehle, Braithwaite, Dolberg, Damsgaard.	SPORT	https://www.bbc.com/pidgin/tori-57753501
Michael Olise: Crystal Palace sign Nigerian-born player for £8m - Tins you need know about am	19-years-old Michael Olise don become di first signing for crystal palace manager Patrick Vieira after e move from Reading to London. Di left foot player go hope to leave im mark on the English Premier League with im new club Dis na some interesting facts about di footballer. E fit represent four kontris - Dem born Michael Olise for England for 2001 to a Nigerian father and France-Algerian mother. Dis one make Olise eligible to represent Nigeria; England, France and Algeria for international football and e don already play for France youth teams. Michael Olise brother, Richard Olise also be footballer wey dey ply im trade for England lower divisions. Olise for im new team Crystal Palace go join anoda player with Nigerian roots Eberechi Eze. Oda African players for Palace include Ivory Coast's Wilfred Zaha and Ghanaian Jordan Ayew. For nations cup qualifier against Benin and Lesotho, Nigerian coaches list Michael Olise as one of di players on stand-by for di matches.  Dis one mean say na player wey dem want to wear green and white jersey and if dem bin cap am, e for no dey eligible to play for oda kontris. Im rating for FIFA game don improve - di player bin get 65/100 for im rating for FIFA 20 game but for 2021 version of di game dem move am up to 72 wey show serious improvement for im career.	SPORT	https://www.bbc.com/pidgin/sport-57774866
Cristiano Ronaldo Instagram; Juventus star don reach top of social media rich list for di first time	"Cristiano Ronaldo na di number 1 for Instagram rich list pass pipo like Lionel Messi and Justin Bieber. Ronaldo, wey get 308 million followers, get dis position sake of how much e fit cost to run sponsored post ontop im page. Di Juventus forward fit charge advertisers $1.6m (£1.2m) per post ontop im account, according to social media marketing company Hopper HQ. Na dis one im use displace Dwayne ""The Rock"" Johnson from di number 1 position. Dis na di first time wey Ronaldo don top di list, wey begin for 2017. Johnson, wey dey act inside di ogbonge feem Fast and Furious film franchise, get 250 million followers and fit command about $1.52m (£1m) per post, while pop star Ariana Grande with $1.51m per post dey number 3. Di only oda athelet wey dey di top 10, na Lionel Messi, wey become free agent dis week after im Barcelona contract expire, and im dey charge $1.1 (£798,011) per post. UK-based company Hopper HQ, wey dey run social media accounts on behalf of companies and individuals, publish di first Instagram rich list for 2017. Six women dey di top 10 dis year although dis na di first year wey pesin from Kardashian or Jenner family no dey top three. ""As Covid-19 continue to affect all our lives, e be like say Instagram na one of di few place wey di pandemic no affect negatively, and as more pipo dey use di app, some pipo go say di charging rate go peak dis year,"" tok Mike Bandar, co-founder of Hopper HQ. Top 10 celebrity rich list for Instagram Source: Hopper HQ"	SPORT	https://www.bbc.com/pidgin/tori-57692791
